epoch,avg_train_loss,avg_val_loss,lr,avg_val_mae
81,-0.0010227803140878677,0.006260538473725319,0.00017274575140626317,
82,-0.0011995015665888786,0.0034843841567635536,0.00015796886182883053,
83,-0.0013080670032650232,0.00640367204323411,0.00014355517710873183,
84,-0.0011660641757771373,0.004537185188382864,0.00012956158147457115,
85,-0.0015230420976877213,0.0037066820077598095,0.00011604330125525078,0.0072973785
86,-0.0016249014297500253,0.004286285024136305,0.00010305368692688174,
87,-0.0016279302071779966,0.004290405660867691,9.064400256282756e-05,
88,-0.0016481508500874043,0.010204048827290535,7.886322351782782e-05,
89,-0.0017604588065296412,0.005891973618417978,6.775784314464717e-05,
90,-0.0019450611434876919,0.003802298568189144,5.737168930605272e-05,0.0070167435
91,-0.0019239416578784585,0.0034302594140172005,4.7745751406263163e-05,
92,-0.0018311308231204748,0.003932168707251549,3.891801862449629e-05,
93,-0.0017551167402416468,0.007392523344606161,3.092332998903416e-05,
94,-0.0018787222215905786,0.008709872141480446,2.379323688349516e-05,
95,-0.0018838949035853148,0.008384051732718945,1.7555878527937163e-05,0.0069596465
96,-0.002030304167419672,0.0037979132030159235,1.2235870926211617e-05,
97,-0.0019146688282489777,0.007442420814186335,7.854209717842232e-06,
98,-0.0018752975156530738,0.0053437682799994946,4.4281873178278475e-06,
99,-0.0019931024871766567,0.0073146214708685875,1.9713246713805587e-06,
100,-0.0021033603698015213,0.0028516054153442383,4.933178929321103e-07,0.00691577
