epoch,avg_train_loss,avg_val_loss,lr,avg_val_mae
1,0.38307124376296997,0.2951187491416931,0.0001,
2,0.09830246865749359,0.12265212833881378,0.0002,
3,0.05783911049365997,0.09920340776443481,0.0003,
4,0.04194428399205208,0.05750058591365814,0.0004,
5,0.0297548845410347,0.04307306557893753,0.0005,0.10100619
6,0.022483889013528824,0.03938131779432297,0.0005,
7,0.019527625292539597,0.044810954481363297,0.0005,
8,0.018276818096637726,0.046962883323431015,0.0005,
9,0.016315646469593048,0.034720730036497116,0.0005,
10,0.013537518680095673,0.02053854987025261,0.0005,0.041472305
11,0.013444611802697182,0.0180021021515131,0.0005,
12,0.012454166077077389,0.01907198317348957,0.0005,
13,0.011925572529435158,0.020187608897686005,0.0005,
14,0.010359360836446285,0.022808484733104706,0.0005,
15,0.01025533676147461,0.018365133553743362,0.0005,0.023992429
16,0.010311493650078773,0.025190070271492004,0.0005,
17,0.00957128033041954,0.024414826184511185,0.0005,
18,0.00864662230014801,0.013406554237008095,0.0005,
19,0.009058901108801365,0.02236795425415039,0.0005,
20,0.008101819083094597,0.010003386065363884,0.0005,0.02000817
21,0.007750328630208969,0.013999038375914097,0.0005,
22,0.007762948051095009,0.012203872203826904,0.0005,
23,0.007198621518909931,0.014819115400314331,0.0005,
24,0.007512817159295082,0.017567932605743408,0.0005,
25,0.007242277264595032,0.020179525017738342,0.0005,0.015010017
26,0.007403036579489708,0.007239227183163166,0.0005,
27,0.007413146551698446,0.013034477829933167,0.0005,
28,0.0061919670552015305,0.013435956090688705,0.0005,
29,0.007091685198247433,0.01812354475259781,0.0005,
30,0.006965542212128639,0.015273633413016796,0.0005,0.015565488
31,0.006615172140300274,0.01709502562880516,0.0005,
32,0.006835817359387875,0.014115311205387115,0.0005,
33,0.006035167723894119,0.014687636867165565,0.0005,
34,0.005816995166242123,0.015439111739397049,0.0005,
35,0.005770571995526552,0.01490266527980566,0.0005,0.02298638
36,0.0053100669756531715,0.014072056859731674,0.0005,
37,0.004932058043777943,0.01874886453151703,0.0005,
38,0.004821712151169777,0.015664035454392433,0.0005,
39,0.004579502157866955,0.010919004678726196,0.0005,
40,0.004758268129080534,0.015023799613118172,0.0005,0.021401672
41,0.004586872644722462,0.01757357083261013,0.0005,
42,0.004354187753051519,0.010409771464765072,0.0005,
43,0.0038688890635967255,0.008583538234233856,0.0005,
44,0.003848239779472351,0.009455231949687004,0.0005,
45,0.0034231101162731647,0.007706317584961653,0.0005,0.010984303
46,0.004131518304347992,0.00964672677218914,0.0005,
47,0.0037078247405588627,0.0069969408214092255,0.0005,
48,0.003517746925354004,0.009179851971566677,0.0005,
49,0.0033263028599321842,0.008963380008935928,0.0005,
50,0.0031340690329670906,0.010061698034405708,0.0005,0.017487235
51,0.002313253004103899,0.011499767191708088,0.0005,
52,0.002759029157459736,0.010619417764246464,0.0004995066821070679,
53,0.002793676685541868,0.007609480991959572,0.0004980286753286195,
54,0.0027264293748885393,0.008620832115411758,0.0004955718126821722,
55,0.002482503419741988,0.007316736504435539,0.0004921457902821578,0.011791752
56,0.0022746308241039515,0.010618440806865692,0.0004877641290737884,
57,0.0019210611935704947,0.00472454447299242,0.00048244412147206283,
58,0.0017105506267398596,0.006651611998677254,0.0004762067631165049,
59,0.0016650601755827665,0.010624200105667114,0.0004690766700109659,
60,0.0014497130177915096,0.005859643220901489,0.00046108198137550377,0.009979689
61,0.0016900431364774704,0.00868656300008297,0.0004522542485937369,
62,0.0014759188052266836,0.01232820376753807,0.0004426283106939473,
63,0.0017450903542339802,0.009629196487367153,0.00043224215685535287,
64,0.0012860691640526056,0.010620269924402237,0.0004211367764821722,
65,0.0008737150928936899,0.008081262931227684,0.00040935599743717243,0.011154268
66,0.000850318931043148,0.004834376275539398,0.0003969463130731183,
67,0.0008123730076476932,0.008056838996708393,0.00038395669874474915,
68,0.0008020488894544542,0.0075318291783332825,0.0003704384185254288,
69,0.0002985773026011884,0.007322312332689762,0.0003564448228912682,
70,0.00042219116585329175,0.005938567221164703,0.00034203113817116957,0.009405636
71,0.00037233775947242975,0.005807298235595226,0.00032725424859373687,
72,0.0001561562967253849,0.008594179525971413,0.0003121724717912138,
73,-7.186323637142777e-05,0.005263230297714472,0.0002968453286464312,
74,-0.0001813211420085281,0.005403638817369938,0.00028133330839107606,
75,1.0049647244159132e-05,0.012651536613702774,0.0002656976298823284,0.009248916
76,-0.0006341604748740792,0.011603559367358685,0.00025,
77,-0.0005474629579111934,0.008315596729516983,0.00023430237011767165,
78,-0.0008088359027169645,0.0037015960551798344,0.00021866669160892392,
79,-0.0007796640857122838,0.005095320288091898,0.0002031546713535688,
80,-0.0007719389977864921,0.007261399645358324,0.00018782752820878634,0.0077841687
