epoch,avg_train_loss,avg_val_loss,lr,avg_val_mae
52,0.001839774427935481,0.007833106443285942,0.0004995066821070679,
53,0.0015245233662426472,0.008182518184185028,0.0004980286753286195,
54,0.0011586106847971678,0.010541104711592197,0.0004955718126821722,
55,0.0015996007714420557,0.014243315905332565,0.0004921457902821578,0.015979543
56,0.0010325002949684858,0.0057674190029501915,0.0004877641290737884,
57,0.0011935464572161436,0.009667834267020226,0.00048244412147206283,
58,0.0007577178184874356,0.010884089395403862,0.0004762067631165049,
59,0.0006507602520287037,0.005422722548246384,0.0004690766700109659,
60,0.0007260231068357825,0.0050696032121777534,0.00046108198137550377,0.00942074
61,0.0005428360309451818,0.005655159242451191,0.0004522542485937369,
62,2.3065804271027446e-05,0.005812241695821285,0.0004426283106939473,
63,0.0005649227532558143,0.005732182413339615,0.00043224215685535287,
64,-0.00022400153102353215,0.009265869855880737,0.0004211367764821722,
65,-4.068435373483226e-05,0.005396128166466951,0.00040935599743717243,0.012374042
66,-0.00014748985995538533,0.0076616061851382256,0.0003969463130731183,
67,-0.0002161659358534962,0.004762439988553524,0.00038395669874474915,
68,-0.00018011385691352189,0.008440976031124592,0.0003704384185254288,
69,-0.000808209995739162,0.006928282789885998,0.0003564448228912682,
70,-0.0008917712839320302,0.004640497732907534,0.00034203113817116957,0.008485739
71,-0.001118370913900435,0.00241527589969337,0.00032725424859373687,
72,-0.0010655408259481192,0.006109383888542652,0.0003121724717912138,
73,-0.0013538897037506104,0.007709660567343235,0.0002968453286464312,
74,-0.0012621543137356639,0.004309084266424179,0.00028133330839107606,
75,-0.0012999835889786482,0.00441439263522625,0.0002656976298823284,0.009413252
76,-0.0016079911729320884,0.007131282240152359,0.00025,
77,-0.0019216868095099926,0.005995865911245346,0.00023430237011767165,
78,-0.0022494271397590637,0.007283912040293217,0.00021866669160892392,
79,-0.002121592406183481,0.006210516206920147,0.0002031546713535688,
80,-0.0022884723730385303,0.007463404443114996,0.00018782752820878634,0.0093939155
81,-0.0023892924655228853,0.004229428246617317,0.00017274575140626317,
82,-0.0024830205366015434,0.00392711628228426,0.00015796886182883053,
83,-0.0026371078565716743,0.004319005645811558,0.00014355517710873183,
84,-0.0027652885764837265,0.005354897119104862,0.00012956158147457115,
85,-0.002794599626213312,0.004440763033926487,0.00011604330125525078,0.008635534
86,-0.0030792709439992905,0.00732463039457798,0.00010305368692688174,
87,-0.003012424800544977,0.0053094131872057915,9.064400256282756e-05,
88,-0.0029801775235682726,0.0035434504970908165,7.886322351782782e-05,
89,-0.003435158170759678,0.002708535874262452,6.775784314464717e-05,
90,-0.0033312924206256866,0.0045113954693078995,5.737168930605272e-05,0.006420344
91,-0.003458172082901001,0.004239043220877647,4.7745751406263163e-05,
92,-0.003427431918680668,0.005892687011510134,3.891801862449629e-05,
93,-0.00353201269172132,0.003938427194952965,3.092332998903416e-05,
94,-0.003293055109679699,0.00623202882707119,2.379323688349516e-05,
95,-0.003304216079413891,0.0033309408463537693,1.7555878527937163e-05,0.0064184507
96,-0.0034664920531213284,0.0021279940847307444,1.2235870926211617e-05,
97,-0.003467765636742115,0.0062529658898711205,7.854209717842232e-06,
98,-0.003565434832125902,0.0046934406273067,4.4281873178278475e-06,
99,-0.003504630643874407,0.0066366903483867645,1.9713246713805587e-06,
100,-0.0033387551084160805,0.004436235874891281,4.933178929321103e-07,0.006326478
